GeoUnit,Province,Sector,2007,2008,2009,2010,2011,2012,2013,2014
Java,Central Java,No Job,0.2513513513513513,0.2616088947024199,0.2519045200609446,0.2566225165562913,0.247377938517179,0.2256294383473208,0.1977252843394575,0.490956749672346
Java,Central Java,Primary,0.0882882882882882,0.0810987573577501,0.0832910106653123,0.0819536423841059,0.0842676311030741,0.0852162685603615,0.089530475357247,0.0338138925294888
Java,Central Java,Secondary,0.1738738738738738,0.1837802485284499,0.1874047739969527,0.1945364238410596,0.1985533453887884,0.196578437701743,0.2050160396617089,0.1404980340760157
Java,Central Java,Tertiary,0.4864864864864865,0.47351209941138,0.4773996952767902,0.466887417218543,0.4698010849909584,0.4925758553905746,0.5077282006415864,0.3347313237221494
Java,DI Yogyakarta,No Job,0.2513513513513513,0.2616088947024199,0.2519045200609446,0.2566225165562913,0.247377938517179,0.2256294383473208,0.1977252843394575,0.490956749672346
Java,DI Yogyakarta,Primary,0.0882882882882882,0.0810987573577501,0.0832910106653123,0.0819536423841059,0.0842676311030741,0.0852162685603615,0.089530475357247,0.0338138925294888
Java,DI Yogyakarta,Secondary,0.1738738738738738,0.1837802485284499,0.1874047739969527,0.1945364238410596,0.1985533453887884,0.196578437701743,0.2050160396617089,0.1404980340760157
Java,DI Yogyakarta,Tertiary,0.4864864864864865,0.47351209941138,0.4773996952767902,0.466887417218543,0.4698010849909584,0.4925758553905746,0.5077282006415864,0.3347313237221494
Java,DKI Jakarta,No Job,0.2513513513513513,0.2616088947024199,0.2519045200609446,0.2566225165562913,0.247377938517179,0.2256294383473208,0.1977252843394575,0.490956749672346
Java,DKI Jakarta,Primary,0.0882882882882882,0.0810987573577501,0.0832910106653123,0.0819536423841059,0.0842676311030741,0.0852162685603615,0.089530475357247,0.0338138925294888
Java,DKI Jakarta,Secondary,0.1738738738738738,0.1837802485284499,0.1874047739969527,0.1945364238410596,0.1985533453887884,0.196578437701743,0.2050160396617089,0.1404980340760157
Java,DKI Jakarta,Tertiary,0.4864864864864865,0.47351209941138,0.4773996952767902,0.466887417218543,0.4698010849909584,0.4925758553905746,0.5077282006415864,0.3347313237221494
Java,East Java,No Job,0.2513513513513513,0.2616088947024199,0.2519045200609446,0.2566225165562913,0.247377938517179,0.2256294383473208,0.1977252843394575,0.490956749672346
Java,East Java,Primary,0.0882882882882882,0.0810987573577501,0.0832910106653123,0.0819536423841059,0.0842676311030741,0.0852162685603615,0.089530475357247,0.0338138925294888
Java,East Java,Secondary,0.1738738738738738,0.1837802485284499,0.1874047739969527,0.1945364238410596,0.1985533453887884,0.196578437701743,0.2050160396617089,0.1404980340760157
Java,East Java,Tertiary,0.4864864864864865,0.47351209941138,0.4773996952767902,0.466887417218543,0.4698010849909584,0.4925758553905746,0.5077282006415864,0.3347313237221494
Java,West Java,No Job,0.2513513513513513,0.2616088947024199,0.2519045200609446,0.2566225165562913,0.247377938517179,0.2256294383473208,0.1977252843394575,0.490956749672346
Java,West Java,Primary,0.0882882882882882,0.0810987573577501,0.0832910106653123,0.0819536423841059,0.0842676311030741,0.0852162685603615,0.089530475357247,0.0338138925294888
Java,West Java,Secondary,0.1738738738738738,0.1837802485284499,0.1874047739969527,0.1945364238410596,0.1985533453887884,0.196578437701743,0.2050160396617089,0.1404980340760157
Java,West Java,Tertiary,0.4864864864864865,0.47351209941138,0.4773996952767902,0.466887417218543,0.4698010849909584,0.4925758553905746,0.5077282006415864,0.3347313237221494
Kalimantan,Central Kalimantan,No Job,0.3193277310924369,0.3385416666666667,0.32,0.2643312101910828,0.256,0.2331002331002331,0.1751662971175166,0.4523809523809524
Kalimantan,Central Kalimantan,Primary,0.2857142857142857,0.265625,0.272,0.286624203821656,0.2826666666666667,0.282051282051282,0.2815964523281596,0.1753246753246753
Kalimantan,Central Kalimantan,Secondary,0.0672268907563025,0.0729166666666666,0.084,0.0923566878980891,0.0906666666666666,0.0932400932400932,0.0909090909090909,0.0844155844155844
Kalimantan,Central Kalimantan,Tertiary,0.3277310924369748,0.3229166666666667,0.324,0.3566878980891719,0.3706666666666666,0.3916083916083916,0.4523281596452328,0.2878787878787879
Kalimantan,East Kalimantan,No Job,0.3193277310924369,0.3385416666666667,0.32,0.2643312101910828,0.256,0.2331002331002331,0.1751662971175166,0.4523809523809524
Kalimantan,East Kalimantan,Primary,0.2857142857142857,0.265625,0.272,0.286624203821656,0.2826666666666667,0.282051282051282,0.2815964523281596,0.1753246753246753
Kalimantan,East Kalimantan,Secondary,0.0672268907563025,0.0729166666666666,0.084,0.0923566878980891,0.0906666666666666,0.0932400932400932,0.0909090909090909,0.0844155844155844
Kalimantan,East Kalimantan,Tertiary,0.3277310924369748,0.3229166666666667,0.324,0.3566878980891719,0.3706666666666666,0.3916083916083916,0.4523281596452328,0.2878787878787879
Kalimantan,South Kalimantan,No Job,0.3193277310924369,0.3385416666666667,0.32,0.2643312101910828,0.256,0.2331002331002331,0.1751662971175166,0.4523809523809524
Kalimantan,South Kalimantan,Primary,0.2857142857142857,0.265625,0.272,0.286624203821656,0.2826666666666667,0.282051282051282,0.2815964523281596,0.1753246753246753
Kalimantan,South Kalimantan,Secondary,0.0672268907563025,0.0729166666666666,0.084,0.0923566878980891,0.0906666666666666,0.0932400932400932,0.0909090909090909,0.0844155844155844
Kalimantan,South Kalimantan,Tertiary,0.3277310924369748,0.3229166666666667,0.324,0.3566878980891719,0.3706666666666666,0.3916083916083916,0.4523281596452328,0.2878787878787879
Kalimantan,West Kalimantan,No Job,0.3193277310924369,0.3385416666666667,0.32,0.2643312101910828,0.256,0.2331002331002331,0.1751662971175166,0.4523809523809524
Kalimantan,West Kalimantan,Primary,0.2857142857142857,0.265625,0.272,0.286624203821656,0.2826666666666667,0.282051282051282,0.2815964523281596,0.1753246753246753
Kalimantan,West Kalimantan,Secondary,0.0672268907563025,0.0729166666666666,0.084,0.0923566878980891,0.0906666666666666,0.0932400932400932,0.0909090909090909,0.0844155844155844
Kalimantan,West Kalimantan,Tertiary,0.3277310924369748,0.3229166666666667,0.324,0.3566878980891719,0.3706666666666666,0.3916083916083916,0.4523281596452328,0.2878787878787879
Sulawesi,Central Sulawesi,No Job,0.3013698630136986,0.3461538461538461,0.336322869955157,0.3244274809160305,0.2651006711409396,0.2018348623853211,0.152112676056338,0.3535353535353535
Sulawesi,Central Sulawesi,Primary,0.1917808219178082,0.1868131868131868,0.1748878923766816,0.1717557251908397,0.1845637583892617,0.1957186544342507,0.1971830985915492,0.1388888888888889
Sulawesi,Central Sulawesi,Secondary,0.136986301369863,0.1098901098901098,0.1076233183856502,0.0954198473282442,0.110738255033557,0.1070336391437308,0.1211267605633802,0.0732323232323232
Sulawesi,Central Sulawesi,Tertiary,0.3698630136986301,0.3571428571428571,0.3811659192825112,0.4083969465648855,0.4395973154362416,0.4954128440366973,0.5295774647887324,0.4343434343434343
Sulawesi,North Sulawesi,No Job,0.3013698630136986,0.3461538461538461,0.336322869955157,0.3244274809160305,0.2651006711409396,0.2018348623853211,0.152112676056338,0.3535353535353535
Sulawesi,North Sulawesi,Primary,0.1917808219178082,0.1868131868131868,0.1748878923766816,0.1717557251908397,0.1845637583892617,0.1957186544342507,0.1971830985915492,0.1388888888888889
Sulawesi,North Sulawesi,Secondary,0.136986301369863,0.1098901098901098,0.1076233183856502,0.0954198473282442,0.110738255033557,0.1070336391437308,0.1211267605633802,0.0732323232323232
Sulawesi,North Sulawesi,Tertiary,0.3698630136986301,0.3571428571428571,0.3811659192825112,0.4083969465648855,0.4395973154362416,0.4954128440366973,0.5295774647887324,0.4343434343434343
Sulawesi,South Sulawesi,No Job,0.3013698630136986,0.3461538461538461,0.336322869955157,0.3244274809160305,0.2651006711409396,0.2018348623853211,0.152112676056338,0.3535353535353535
Sulawesi,South Sulawesi,Primary,0.1917808219178082,0.1868131868131868,0.1748878923766816,0.1717557251908397,0.1845637583892617,0.1957186544342507,0.1971830985915492,0.1388888888888889
Sulawesi,South Sulawesi,Secondary,0.136986301369863,0.1098901098901098,0.1076233183856502,0.0954198473282442,0.110738255033557,0.1070336391437308,0.1211267605633802,0.0732323232323232
Sulawesi,South Sulawesi,Tertiary,0.3698630136986301,0.3571428571428571,0.3811659192825112,0.4083969465648855,0.4395973154362416,0.4954128440366973,0.5295774647887324,0.4343434343434343
Sulawesi,Southeast Sulawesi,No Job,0.3013698630136986,0.3461538461538461,0.336322869955157,0.3244274809160305,0.2651006711409396,0.2018348623853211,0.152112676056338,0.3535353535353535
Sulawesi,Southeast Sulawesi,Primary,0.1917808219178082,0.1868131868131868,0.1748878923766816,0.1717557251908397,0.1845637583892617,0.1957186544342507,0.1971830985915492,0.1388888888888889
Sulawesi,Southeast Sulawesi,Secondary,0.136986301369863,0.1098901098901098,0.1076233183856502,0.0954198473282442,0.110738255033557,0.1070336391437308,0.1211267605633802,0.0732323232323232
Sulawesi,Southeast Sulawesi,Tertiary,0.3698630136986301,0.3571428571428571,0.3811659192825112,0.4083969465648855,0.4395973154362416,0.4954128440366973,0.5295774647887324,0.4343434343434343
Sumatra,Aceh,No Job,0.2472972972972973,0.2625754527162978,0.2725099601593626,0.2530040053404539,0.2422650321074139,0.2101372756071805,0.1804691239827668,0.4352580927384077
Sumatra,Aceh,Primary,0.3027027027027027,0.2847082494969818,0.2613545816733068,0.2636849132176235,0.2726211325160537,0.2724392819429778,0.2704643370033509,0.1727909011373578
Sumatra,Aceh,Secondary,0.0972972972972973,0.0855130784708249,0.0908366533864541,0.0821094793057409,0.0887332165791009,0.0955649419218585,0.1057922450933461,0.0651793525809273
Sumatra,Aceh,Tertiary,0.3527027027027027,0.3672032193158954,0.3752988047808765,0.4012016021361815,0.3963806187974314,0.4218585005279831,0.4432742939205361,0.326771653543307
Sumatra,Bengkulu,No Job,0.2472972972972973,0.2625754527162978,0.2725099601593626,0.2530040053404539,0.2422650321074139,0.2101372756071805,0.1804691239827668,0.4352580927384077
Sumatra,Bengkulu,Primary,0.3027027027027027,0.2847082494969818,0.2613545816733068,0.2636849132176235,0.2726211325160537,0.2724392819429778,0.2704643370033509,0.1727909011373578
Sumatra,Bengkulu,Secondary,0.0972972972972973,0.0855130784708249,0.0908366533864541,0.0821094793057409,0.0887332165791009,0.0955649419218585,0.1057922450933461,0.0651793525809273
Sumatra,Bengkulu,Tertiary,0.3527027027027027,0.3672032193158954,0.3752988047808765,0.4012016021361815,0.3963806187974314,0.4218585005279831,0.4432742939205361,0.326771653543307
Sumatra,Jambi,No Job,0.2472972972972973,0.2625754527162978,0.2725099601593626,0.2530040053404539,0.2422650321074139,0.2101372756071805,0.1804691239827668,0.4352580927384077
Sumatra,Jambi,Primary,0.3027027027027027,0.2847082494969818,0.2613545816733068,0.2636849132176235,0.2726211325160537,0.2724392819429778,0.2704643370033509,0.1727909011373578
Sumatra,Jambi,Secondary,0.0972972972972973,0.0855130784708249,0.0908366533864541,0.0821094793057409,0.0887332165791009,0.0955649419218585,0.1057922450933461,0.0651793525809273
Sumatra,Jambi,Tertiary,0.3527027027027027,0.3672032193158954,0.3752988047808765,0.4012016021361815,0.3963806187974314,0.4218585005279831,0.4432742939205361,0.326771653543307
Sumatra,Lampung,No Job,0.2472972972972973,0.2625754527162978,0.2725099601593626,0.2530040053404539,0.2422650321074139,0.2101372756071805,0.1804691239827668,0.4352580927384077
Sumatra,Lampung,Primary,0.3027027027027027,0.2847082494969818,0.2613545816733068,0.2636849132176235,0.2726211325160537,0.2724392819429778,0.2704643370033509,0.1727909011373578
Sumatra,Lampung,Secondary,0.0972972972972973,0.0855130784708249,0.0908366533864541,0.0821094793057409,0.0887332165791009,0.0955649419218585,0.1057922450933461,0.0651793525809273
Sumatra,Lampung,Tertiary,0.3527027027027027,0.3672032193158954,0.3752988047808765,0.4012016021361815,0.3963806187974314,0.4218585005279831,0.4432742939205361,0.326771653543307
Sumatra,North Sumatra,No Job,0.2472972972972973,0.2625754527162978,0.2725099601593626,0.2530040053404539,0.2422650321074139,0.2101372756071805,0.1804691239827668,0.4352580927384077
Sumatra,North Sumatra,Primary,0.3027027027027027,0.2847082494969818,0.2613545816733068,0.2636849132176235,0.2726211325160537,0.2724392819429778,0.2704643370033509,0.1727909011373578
Sumatra,North Sumatra,Secondary,0.0972972972972973,0.0855130784708249,0.0908366533864541,0.0821094793057409,0.0887332165791009,0.0955649419218585,0.1057922450933461,0.0651793525809273
Sumatra,North Sumatra,Tertiary,0.3527027027027027,0.3672032193158954,0.3752988047808765,0.4012016021361815,0.3963806187974314,0.4218585005279831,0.4432742939205361,0.326771653543307
Sumatra,Riau,No Job,0.2472972972972973,0.2625754527162978,0.2725099601593626,0.2530040053404539,0.2422650321074139,0.2101372756071805,0.1804691239827668,0.4352580927384077
Sumatra,Riau,Primary,0.3027027027027027,0.2847082494969818,0.2613545816733068,0.2636849132176235,0.2726211325160537,0.2724392819429778,0.2704643370033509,0.1727909011373578
Sumatra,Riau,Secondary,0.0972972972972973,0.0855130784708249,0.0908366533864541,0.0821094793057409,0.0887332165791009,0.0955649419218585,0.1057922450933461,0.0651793525809273
Sumatra,Riau,Tertiary,0.3527027027027027,0.3672032193158954,0.3752988047808765,0.4012016021361815,0.3963806187974314,0.4218585005279831,0.4432742939205361,0.326771653543307
Sumatra,South Sumatra,No Job,0.2472972972972973,0.2625754527162978,0.2725099601593626,0.2530040053404539,0.2422650321074139,0.2101372756071805,0.1804691239827668,0.4352580927384077
Sumatra,South Sumatra,Primary,0.3027027027027027,0.2847082494969818,0.2613545816733068,0.2636849132176235,0.2726211325160537,0.2724392819429778,0.2704643370033509,0.1727909011373578
Sumatra,South Sumatra,Secondary,0.0972972972972973,0.0855130784708249,0.0908366533864541,0.0821094793057409,0.0887332165791009,0.0955649419218585,0.1057922450933461,0.0651793525809273
Sumatra,South Sumatra,Tertiary,0.3527027027027027,0.3672032193158954,0.3752988047808765,0.4012016021361815,0.3963806187974314,0.4218585005279831,0.4432742939205361,0.326771653543307
Sumatra,West Sumatra,No Job,0.2472972972972973,0.2625754527162978,0.2725099601593626,0.2530040053404539,0.2422650321074139,0.2101372756071805,0.1804691239827668,0.4352580927384077
Sumatra,West Sumatra,Primary,0.3027027027027027,0.2847082494969818,0.2613545816733068,0.2636849132176235,0.2726211325160537,0.2724392819429778,0.2704643370033509,0.1727909011373578
Sumatra,West Sumatra,Secondary,0.0972972972972973,0.0855130784708249,0.0908366533864541,0.0821094793057409,0.0887332165791009,0.0955649419218585,0.1057922450933461,0.0651793525809273
Sumatra,West Sumatra,Tertiary,0.3527027027027027,0.3672032193158954,0.3752988047808765,0.4012016021361815,0.3963806187974314,0.4218585005279831,0.4432742939205361,0.326771653543307
